Date;Filière;Frontière;Valeur (TWh)
2008-07;"Importations";"Toutes les frontières";-0,46
2008-08;"Importations";"Toutes les frontières";-0,28
2008-09;"Importations";"Toutes les frontières";-0,46
2008-10;"Importations";"Toutes les frontières";-2,07
2008-11;"Importations";"Toutes les frontières";-1,34
2008-12;"Importations";"Toutes les frontières";-1,93
2009-01;"Importations";"Toutes les frontières";-1,95
2009-02;"Importations";"Toutes les frontières";-1,27
2009-03;"Importations";"Toutes les frontières";-1,08
2009-04;"Importations";"Toutes les frontières";-1,52
2009-05;"Importations";"Toutes les frontières";-0,67
2009-06;"Importations";"Toutes les frontières";-1,64
2009-07;"Importations";"Toutes les frontières";-2,09
2009-08;"Importations";"Toutes les frontières";-1,29
2009-09;"Importations";"Toutes les frontières";-1,8
2009-10;"Importations";"Toutes les frontières";-3,15
2009-11;"Importations";"Toutes les frontières";-2,8
2009-12;"Importations";"Toutes les frontières";-2,99
2010-01;"Importations";"Toutes les frontières";-3,64
2010-02;"Importations";"Toutes les frontières";-2,71
2010-03;"Importations";"Toutes les frontières";-2,45
2010-04;"Importations";"Toutes les frontières";-1,58
2010-05;"Importations";"Toutes les frontières";-1,42
2010-06;"Importations";"Toutes les frontières";-0,35
2010-07;"Importations";"Toutes les frontières";-0,52
2010-08;"Importations";"Toutes les frontières";-0,1
2010-09;"Importations";"Toutes les frontières";-0,73
2010-10;"Importations";"Toutes les frontières";-2,7
2010-11;"Importations";"Toutes les frontières";-1,84
2010-12;"Importations";"Toutes les frontières";-2,24
2011-01;"Importations";"Toutes les frontières";-1,41
2011-02;"Importations";"Toutes les frontières";-0,94
2011-03;"Importations";"Toutes les frontières";-1,03
2011-04;"Importations";"Toutes les frontières";-0,5
2011-05;"Importations";"Toutes les frontières";-0,3
2011-06;"Importations";"Toutes les frontières";-0,14
2011-07;"Importations";"Toutes les frontières";-0,08
2011-08;"Importations";"Toutes les frontières";-0,15
2011-09;"Importations";"Toutes les frontières";-0,3
2011-10;"Importations";"Toutes les frontières";-1,11
2011-11;"Importations";"Toutes les frontières";-1,11
2011-12;"Importations";"Toutes les frontières";-0,86
2012-01;"Importations";"Toutes les frontières";-0,85
2012-02;"Importations";"Toutes les frontières";-3,86
2012-03;"Importations";"Toutes les frontières";-0,85
2012-04;"Importations";"Toutes les frontières";-0,92
2012-05;"Importations";"Toutes les frontières";-0,38
2012-06;"Importations";"Toutes les frontières";-0,2
2012-07;"Importations";"Toutes les frontières";-0,44
2012-08;"Importations";"Toutes les frontières";-0,38
2012-09;"Importations";"Toutes les frontières";-0,36
2012-10;"Importations";"Toutes les frontières";-0,71
2012-11;"Importations";"Toutes les frontières";-0,56
2012-12;"Importations";"Toutes les frontières";-0,63
2013-01;"Importations";"Toutes les frontières";-1,02
2013-02;"Importations";"Toutes les frontières";-1,8
2013-03;"Importations";"Toutes les frontières";-1,68
2013-04;"Importations";"Toutes les frontières";-0,9
2013-05;"Importations";"Toutes les frontières";-0,18
2013-06;"Importations";"Toutes les frontières";-0,12
2013-07;"Importations";"Toutes les frontières";-0,13
2013-08;"Importations";"Toutes les frontières";-0,07
2013-09;"Importations";"Toutes les frontières";-0,25
2013-10;"Importations";"Toutes les frontières";-0,75
2013-11;"Importations";"Toutes les frontières";-1,61
2013-12;"Importations";"Toutes les frontières";-1,95
2014-01;"Importations";"Toutes les frontières";-0,75
2014-02;"Importations";"Toutes les frontières";-1,07
2014-03;"Importations";"Toutes les frontières";-0,9
2014-04;"Importations";"Toutes les frontières";-0,42
2014-05;"Importations";"Toutes les frontières";-0,11
2014-06;"Importations";"Toutes les frontières";-0,08
2014-07;"Importations";"Toutes les frontières";-0,01
2014-08;"Importations";"Toutes les frontières";-0,01
2014-09;"Importations";"Toutes les frontières";-0,21
2014-10;"Importations";"Toutes les frontières";-0,58
2014-11;"Importations";"Toutes les frontières";-0,37
2014-12;"Importations";"Toutes les frontières";-0,56
2015-01;"Importations";"Toutes les frontières";-0,92
2015-02;"Importations";"Toutes les frontières";-1,54
2015-03;"Importations";"Toutes les frontières";-0,75
2015-04;"Importations";"Toutes les frontières";-0,5
2015-05;"Importations";"Toutes les frontières";-0,23
2015-06;"Importations";"Toutes les frontières";-0,3
2015-07;"Importations";"Toutes les frontières";-0,32
2015-08;"Importations";"Toutes les frontières";-0,1
2015-09;"Importations";"Toutes les frontières";-0,32
2015-10;"Importations";"Toutes les frontières";-0,57
2015-11;"Importations";"Toutes les frontières";-0,92
2015-12;"Importations";"Toutes les frontières";-1,21
2016-01;"Importations";"Toutes les frontières";-1,93
2016-02;"Importations";"Toutes les frontières";-1,76
2016-03;"Importations";"Toutes les frontières";-1,74
2016-04;"Importations";"Toutes les frontières";-1,45
2016-05;"Importations";"Toutes les frontières";-0,67
2016-06;"Importations";"Toutes les frontières";-0,26
2016-07;"Importations";"Toutes les frontières";-0,96
2016-08;"Importations";"Toutes les frontières";-1,15
2016-09;"Importations";"Toutes les frontières";-1,41
2016-10;"Importations";"Toutes les frontières";-2,64
2016-11;"Importations";"Toutes les frontières";-2,91
2016-12;"Importations";"Toutes les frontières";-3,02
2017-01;"Importations";"Toutes les frontières";-3,28
2017-02;"Importations";"Toutes les frontières";-1,73
2017-03;"Importations";"Toutes les frontières";-1,16
2017-04;"Importations";"Toutes les frontières";-0,47
2017-05;"Importations";"Toutes les frontières";-0,53
2017-06;"Importations";"Toutes les frontières";-1,12
2017-07;"Importations";"Toutes les frontières";-0,93
2017-08;"Importations";"Toutes les frontières";-0,77
2017-09;"Importations";"Toutes les frontières";-0,91
2017-10;"Importations";"Toutes les frontières";-2,74
2017-11;"Importations";"Toutes les frontières";-4,39
2017-12;"Importations";"Toutes les frontières";-3,95
2018-01;"Importations";"Toutes les frontières";-0,93
2018-02;"Importations";"Toutes les frontières";-2,97
2018-03;"Importations";"Toutes les frontières";-2,5
2018-04;"Importations";"Toutes les frontières";-0,53
2018-05;"Importations";"Toutes les frontières";-0,31
2018-06;"Importations";"Toutes les frontières";-0,32
2018-07;"Importations";"Toutes les frontières";-0,52
2018-08;"Importations";"Toutes les frontières";-0,91
2018-09;"Importations";"Toutes les frontières";-0,54
2018-10;"Importations";"Toutes les frontières";-0,96
2018-11;"Importations";"Toutes les frontières";-1,97
2018-12;"Importations";"Toutes les frontières";-1,41
2019-01;"Importations";"Toutes les frontières";-3,5
2019-02;"Importations";"Toutes les frontières";-1,42
2019-03;"Importations";"Toutes les frontières";-1,08
2019-04;"Importations";"Toutes les frontières";-0,86
2019-05;"Importations";"Toutes les frontières";-0,13
2019-06;"Importations";"Toutes les frontières";-0,12
2019-07;"Importations";"Toutes les frontières";-0,49
2019-08;"Importations";"Toutes les frontières";-0,32
2019-09;"Importations";"Toutes les frontières";-0,67
2019-10;"Importations";"Toutes les frontières";-1,11
2019-11;"Importations";"Toutes les frontières";-2,83
2019-12;"Importations";"Toutes les frontières";-2,4
2020-01;"Importations";"Toutes les frontières";-1,75
2020-02;"Importations";"Toutes les frontières";-0,75
2020-03;"Importations";"Toutes les frontières";-1,06
2020-04;"Importations";"Toutes les frontières";-0,65
2020-05;"Importations";"Toutes les frontières";-0,39
2020-06;"Importations";"Toutes les frontières";-1,01
2020-07;"Importations";"Toutes les frontières";-2,06
2020-08;"Importations";"Toutes les frontières";-1,69
2020-09;"Importations";"Toutes les frontières";-2,95
2020-10;"Importations";"Toutes les frontières";-1,85
2020-11;"Importations";"Toutes les frontières";-1,66
2020-12;"Importations";"Toutes les frontières";-3,01
2021-01;"Importations";"Toutes les frontières";-3,56
2021-02;"Importations";"Toutes les frontières";-2,34
2021-03;"Importations";"Toutes les frontières";-2,66
2021-04;"Importations";"Toutes les frontières";-3,08
2021-05;"Importations";"Toutes les frontières";-1,2
2021-06;"Importations";"Toutes les frontières";-0,62
2021-07;"Importations";"Toutes les frontières";-0,6
2021-08;"Importations";"Toutes les frontières";-0,32
2021-09;"Importations";"Toutes les frontières";-0,69
2021-10;"Importations";"Toutes les frontières";-1,7
2021-11;"Importations";"Toutes les frontières";-4,52
2021-12;"Importations";"Toutes les frontières";-5,1
2022-01;"Importations";"Toutes les frontières";-4,7
2022-02;"Importations";"Toutes les frontières";-3,4
2022-03;"Importations";"Toutes les frontières";-4,53
2022-04;"Importations";"Toutes les frontières";-3,96
2022-05;"Importations";"Toutes les frontières";-3,34
2022-06;"Importations";"Toutes les frontières";-4,03
2022-07;"Importations";"Toutes les frontières";-5,79
2022-08;"Importations";"Toutes les frontières";-5,24
2022-09;"Importations";"Toutes les frontières";-6
2022-10;"Importations";"Toutes les frontières";-4,56
2022-11;"Importations";"Toutes les frontières";-5,69
2022-12;"Importations";"Toutes les frontières";-5,77
2023-01;"Importations";"Toutes les frontières";-4,38
2023-02;"Importations";"Toutes les frontières";-4,39
2023-03;"Importations";"Toutes les frontières";-3,78
2023-04;"Importations";"Toutes les frontières";-2,38
2023-05;"Importations";"Toutes les frontières";-0,95
2023-06;"Importations";"Toutes les frontières";-0,95
2023-07;"Importations";"Toutes les frontières";-1,49
2023-08;"Importations";"Toutes les frontières";-1,11
2023-09;"Importations";"Toutes les frontières";-0,68
2023-10;"Importations";"Toutes les frontières";-0,98
2023-11;"Importations";"Toutes les frontières";-1,54
2023-12;"Importations";"Toutes les frontières";-1,9
2024-01;"Importations";"Toutes les frontières";-1,93
2024-02;"Importations";"Toutes les frontières";-1,81
2024-03;"Importations";"Toutes les frontières";-1,35
2024-04;"Importations";"Toutes les frontières";-1,45
2024-05;"Importations";"Toutes les frontières";-0,7
2024-06;"Importations";"Toutes les frontières";-0,51
2005-01;"Solde";"Toutes les frontières";4,72
2005-02;"Solde";"Toutes les frontières";2,75
2005-03;"Solde";"Toutes les frontières";3,68
2005-04;"Solde";"Toutes les frontières";4,34
2005-05;"Solde";"Toutes les frontières";6,53
2005-06;"Solde";"Toutes les frontières";5,74
2005-07;"Solde";"Toutes les frontières";4,44
2005-08;"Solde";"Toutes les frontières";6,64
2005-09;"Solde";"Toutes les frontières";5,57
2005-10;"Solde";"Toutes les frontières";5,75
2005-11;"Solde";"Toutes les frontières";5,28
2005-12;"Solde";"Toutes les frontières";3,14
2006-01;"Solde";"Toutes les frontières";2,65
2006-02;"Solde";"Toutes les frontières";0,83
2006-03;"Solde";"Toutes les frontières";2,46
2006-04;"Solde";"Toutes les frontières";7,08
2006-05;"Solde";"Toutes les frontières";7,07
2006-06;"Solde";"Toutes les frontières";5,79
2006-07;"Solde";"Toutes les frontières";4,8
2006-08;"Solde";"Toutes les frontières";6,95
2006-09;"Solde";"Toutes les frontières";6,87
2006-10;"Solde";"Toutes les frontières";7,2
2006-11;"Solde";"Toutes les frontières";6,36
2006-12;"Solde";"Toutes les frontières";3,82
2007-01;"Solde";"Toutes les frontières";4,72
2007-02;"Solde";"Toutes les frontières";5,04
2007-03;"Solde";"Toutes les frontières";5,48
2007-04;"Solde";"Toutes les frontières";4,52
2007-05;"Solde";"Toutes les frontières";5,52
2007-06;"Solde";"Toutes les frontières";6,62
2007-07;"Solde";"Toutes les frontières";5,57
2007-08;"Solde";"Toutes les frontières";6,89
2007-09;"Solde";"Toutes les frontières";5,13
2007-10;"Solde";"Toutes les frontières";3,84
2007-11;"Solde";"Toutes les frontières";0,53
2007-12;"Solde";"Toutes les frontières";1,56
2008-01;"Solde";"Toutes les frontières";4,17
2008-02;"Solde";"Toutes les frontières";4,19
2008-03;"Solde";"Toutes les frontières";2,94
2008-04;"Solde";"Toutes les frontières";3,65
2008-05;"Solde";"Toutes les frontières";5,68
2008-06;"Solde";"Toutes les frontières";5,06
2008-07;"Solde";"Toutes les frontières";4,63
2008-08;"Solde";"Toutes les frontières";5,4
2008-09;"Solde";"Toutes les frontières";3,54
2008-10;"Solde";"Toutes les frontières";1,36
2008-11;"Solde";"Toutes les frontières";3,3
2008-12;"Solde";"Toutes les frontières";2,75
2009-01;"Solde";"Toutes les frontières";2,6
2009-02;"Solde";"Toutes les frontières";3,23
2009-03;"Solde";"Toutes les frontières";4,38
2009-04;"Solde";"Toutes les frontières";2,71
2009-05;"Solde";"Toutes les frontières";4,44
2009-06;"Solde";"Toutes les frontières";1,85
2009-07;"Solde";"Toutes les frontières";1,24
2009-08;"Solde";"Toutes les frontières";1,98
2009-09;"Solde";"Toutes les frontières";1,17
2009-10;"Solde";"Toutes les frontières";-0,53
2009-11;"Solde";"Toutes les frontières";0,99
2009-12;"Solde";"Toutes les frontières";0,71
2010-01;"Solde";"Toutes les frontières";-0,49
2010-02;"Solde";"Toutes les frontières";1,01
2010-03;"Solde";"Toutes les frontières";2,04
2010-04;"Solde";"Toutes les frontières";2,48
2010-05;"Solde";"Toutes les frontières";2,08
2010-06;"Solde";"Toutes les frontières";5,19
2010-07;"Solde";"Toutes les frontières";4,49
2010-08;"Solde";"Toutes les frontières";5,8
2010-09;"Solde";"Toutes les frontières";3,51
2010-10;"Solde";"Toutes les frontières";0,45
2010-11;"Solde";"Toutes les frontières";2,21
2010-12;"Solde";"Toutes les frontières";0,69
2011-01;"Solde";"Toutes les frontières";3,58
2011-02;"Solde";"Toutes les frontières";3,8
2011-03;"Solde";"Toutes les frontières";4,52
2011-04;"Solde";"Toutes les frontières";4,98
2011-05;"Solde";"Toutes les frontières";5,26
2011-06;"Solde";"Toutes les frontières";5,97
2011-07;"Solde";"Toutes les frontières";6,06
2011-08;"Solde";"Toutes les frontières";5,21
2011-09;"Solde";"Toutes les frontières";4,14
2011-10;"Solde";"Toutes les frontières";3,72
2011-11;"Solde";"Toutes les frontières";3,76
2011-12;"Solde";"Toutes les frontières";4,73
2012-01;"Solde";"Toutes les frontières";5,37
2012-02;"Solde";"Toutes les frontières";-0,72
2012-03;"Solde";"Toutes les frontières";4,89
2012-04;"Solde";"Toutes les frontières";3,45
2012-05;"Solde";"Toutes les frontières";4,43
2012-06;"Solde";"Toutes les frontières";3,65
2012-07;"Solde";"Toutes les frontières";3,22
2012-08;"Solde";"Toutes les frontières";3,56
2012-09;"Solde";"Toutes les frontières";4,05
2012-10;"Solde";"Toutes les frontières";3,63
2012-11;"Solde";"Toutes les frontières";4,36
2012-12;"Solde";"Toutes les frontières";4,37
2013-01;"Solde";"Toutes les frontières";3,48
2013-02;"Solde";"Toutes les frontières";2,13
2013-03;"Solde";"Toutes les frontières";1,73
2013-04;"Solde";"Toutes les frontières";3,21
2013-05;"Solde";"Toutes les frontières";5,72
2013-06;"Solde";"Toutes les frontières";5,63
2013-07;"Solde";"Toutes les frontières";5,45
2013-08;"Solde";"Toutes les frontières";6,17
2013-09;"Solde";"Toutes les frontières";4,71
2013-10;"Solde";"Toutes les frontières";3,87
2013-11;"Solde";"Toutes les frontières";2,38
2013-12;"Solde";"Toutes les frontières";2,65
2014-01;"Solde";"Toutes les frontières";5,68
2014-02;"Solde";"Toutes les frontières";4,14
2014-03;"Solde";"Toutes les frontières";4,35
2014-04;"Solde";"Toutes les frontières";3,82
2014-05;"Solde";"Toutes les frontières";6,26
2014-06;"Solde";"Toutes les frontières";5,97
2014-07;"Solde";"Toutes les frontières";7,93
2014-08;"Solde";"Toutes les frontières";7,61
2014-09;"Solde";"Toutes les frontières";5,12
2014-10;"Solde";"Toutes les frontières";4,11
2014-11;"Solde";"Toutes les frontières";5,57
2014-12;"Solde";"Toutes les frontières";4,54
2015-01;"Solde";"Toutes les frontières";4,92
2015-02;"Solde";"Toutes les frontières";2,81
2015-03;"Solde";"Toutes les frontières";4,1
2015-04;"Solde";"Toutes les frontières";3,9
2015-05;"Solde";"Toutes les frontières";5,78
2015-06;"Solde";"Toutes les frontières";5,87
2015-07;"Solde";"Toutes les frontières";6,06
2015-08;"Solde";"Toutes les frontières";6,69
2015-09;"Solde";"Toutes les frontières";5,01
2015-10;"Solde";"Toutes les frontières";4,69
2015-11;"Solde";"Toutes les frontières";5,74
2015-12;"Solde";"Toutes les frontières";6,14
2016-01;"Solde";"Toutes les frontières";4,88
2016-02;"Solde";"Toutes les frontières";4,76
2016-03;"Solde";"Toutes les frontières";4,03
2016-04;"Solde";"Toutes les frontières";3,5
2016-05;"Solde";"Toutes les frontières";5,03
2016-06;"Solde";"Toutes les frontières";6,39
2016-07;"Solde";"Toutes les frontières";4,03
2016-08;"Solde";"Toutes les frontières";3,21
2016-09;"Solde";"Toutes les frontières";2,51
2016-10;"Solde";"Toutes les frontières";0,52
2016-11;"Solde";"Toutes les frontières";0,41
2016-12;"Solde";"Toutes les frontières";-0,13
2017-01;"Solde";"Toutes les frontières";-0,95
2017-02;"Solde";"Toutes les frontières";3,42
2017-03;"Solde";"Toutes les frontières";6,25
2017-04;"Solde";"Toutes les frontières";5,18
2017-05;"Solde";"Toutes les frontières";5,7
2017-06;"Solde";"Toutes les frontières";3,25
2017-07;"Solde";"Toutes les frontières";4,35
2017-08;"Solde";"Toutes les frontières";4,4
2017-09;"Solde";"Toutes les frontières";4,33
2017-10;"Solde";"Toutes les frontières";2,17
2017-11;"Solde";"Toutes les frontières";-0,83
2017-12;"Solde";"Toutes les frontières";0,68
2018-01;"Solde";"Toutes les frontières";7
2018-02;"Solde";"Toutes les frontières";2,76
2018-03;"Solde";"Toutes les frontières";3,1
2018-04;"Solde";"Toutes les frontières";5,6
2018-05;"Solde";"Toutes les frontières";7,85
2018-06;"Solde";"Toutes les frontières";7,36
2018-07;"Solde";"Toutes les frontières";6,01
2018-08;"Solde";"Toutes les frontières";4,14
2018-09;"Solde";"Toutes les frontières";5,36
2018-10;"Solde";"Toutes les frontières";4,37
2018-11;"Solde";"Toutes les frontières";1,68
2018-12;"Solde";"Toutes les frontières";5,01
2019-01;"Solde";"Toutes les frontières";1,03
2019-02;"Solde";"Toutes les frontières";5,29
2019-03;"Solde";"Toutes les frontières";6,57
2019-04;"Solde";"Toutes les frontières";4,27
2019-05;"Solde";"Toutes les frontières";7,29
2019-06;"Solde";"Toutes les frontières";6,98
2019-07;"Solde";"Toutes les frontières";5,43
2019-08;"Solde";"Toutes les frontières";5,43
2019-09;"Solde";"Toutes les frontières";4,73
2019-10;"Solde";"Toutes les frontières";4,1
2019-11;"Solde";"Toutes les frontières";1,12
2019-12;"Solde";"Toutes les frontières";3,43
2020-01;"Solde";"Toutes les frontières";4,25
2020-02;"Solde";"Toutes les frontières";6,54
2020-03;"Solde";"Toutes les frontières";5,87
2020-04;"Solde";"Toutes les frontières";5,6
2020-05;"Solde";"Toutes les frontières";6,3
2020-06;"Solde";"Toutes les frontières";3,16
2020-07;"Solde";"Toutes les frontières";1,07
2020-08;"Solde";"Toutes les frontières";1,59
2020-09;"Solde";"Toutes les frontières";-0,72
2020-10;"Solde";"Toutes les frontières";2,65
2020-11;"Solde";"Toutes les frontières";4,58
2020-12;"Solde";"Toutes les frontières";2,3
2021-01;"Solde";"Toutes les frontières";1,8
2021-02;"Solde";"Toutes les frontières";3,23
2021-03;"Solde";"Toutes les frontières";3,09
2021-04;"Solde";"Toutes les frontières";1,45
2021-05;"Solde";"Toutes les frontières";5,78
2021-06;"Solde";"Toutes les frontières";6,69
2021-07;"Solde";"Toutes les frontières";7,17
2021-08;"Solde";"Toutes les frontières";7,57
2021-09;"Solde";"Toutes les frontières";5,64
2021-10;"Solde";"Toutes les frontières";4,15
2021-11;"Solde";"Toutes les frontières";-1,11
2021-12;"Solde";"Toutes les frontières";-2,17
2022-01;"Solde";"Toutes les frontières";-1,19
2022-02;"Solde";"Toutes les frontières";1,73
2022-03;"Solde";"Toutes les frontières";-1,2
2022-04;"Solde";"Toutes les frontières";-1,23
2022-05;"Solde";"Toutes les frontières";0,43
2022-06;"Solde";"Toutes les frontières";-1,26
2022-07;"Solde";"Toutes les frontières";-3,45
2022-08;"Solde";"Toutes les frontières";-3,36
2022-09;"Solde";"Toutes les frontières";-3,41
2022-10;"Solde";"Toutes les frontières";-0,37
2022-11;"Solde";"Toutes les frontières";-1,2
2022-12;"Solde";"Toutes les frontières";-2,01
2023-01;"Solde";"Toutes les frontières";1,27
2023-02;"Solde";"Toutes les frontières";0,74
2023-03;"Solde";"Toutes les frontières";1,28
2023-04;"Solde";"Toutes les frontières";2,88
2023-05;"Solde";"Toutes les frontières";7,06
2023-06;"Solde";"Toutes les frontières";4,92
2023-07;"Solde";"Toutes les frontières";4,41
2023-08;"Solde";"Toutes les frontières";4,41
2023-09;"Solde";"Toutes les frontières";5,69
2023-10;"Solde";"Toutes les frontières";6,66
2023-11;"Solde";"Toutes les frontières";5,37
2023-12;"Solde";"Toutes les frontières";5,59
2024-01;"Solde";"Toutes les frontières";5,82
2024-02;"Solde";"Toutes les frontières";6,91
2024-03;"Solde";"Toutes les frontières";6,93
2024-04;"Solde";"Toutes les frontières";5,41
2024-05;"Solde";"Toutes les frontières";9,23
2024-06;"Solde";"Toutes les frontières";8,6
