Date;Filière;Frontière;Valeur (TWh)
2022-06;"Importations";"Belgique/Allemagne";-1,7
2022-07;"Importations";"Belgique/Allemagne";-2,58
2022-08;"Importations";"Belgique/Allemagne";-2,16
2022-09;"Importations";"Belgique/Allemagne";-2,5
2022-10;"Importations";"Belgique/Allemagne";-1,85
2022-11;"Importations";"Belgique/Allemagne";-2,73
2022-12;"Importations";"Belgique/Allemagne";-3,27
2023-01;"Importations";"Belgique/Allemagne";-2,66
2023-02;"Importations";"Belgique/Allemagne";-3,1
2023-03;"Importations";"Belgique/Allemagne";-1,98
2023-04;"Importations";"Belgique/Allemagne";-1,1
2023-05;"Importations";"Belgique/Allemagne";-0,22
2023-06;"Importations";"Belgique/Allemagne";-0,38
2023-07;"Importations";"Belgique/Allemagne";-0,97
2023-08;"Importations";"Belgique/Allemagne";-0,43
2023-09;"Importations";"Belgique/Allemagne";-0,18
2023-10;"Importations";"Belgique/Allemagne";-0,32
2023-11;"Importations";"Belgique/Allemagne";-0,46
2023-12;"Importations";"Belgique/Allemagne";-0,84
2024-01;"Importations";"Belgique/Allemagne";-0,93
2024-02;"Importations";"Belgique/Allemagne";-0,5
2024-03;"Importations";"Belgique/Allemagne";-0,13
2024-04;"Importations";"Belgique/Allemagne";-0,24
2024-05;"Importations";"Belgique/Allemagne";-0,18
2024-06;"Importations";"Belgique/Allemagne";-0,1
2005-01;"Solde";"Belgique/Allemagne";-0,55
2005-02;"Solde";"Belgique/Allemagne";-1,09
2005-03;"Solde";"Belgique/Allemagne";-0,65
2005-04;"Solde";"Belgique/Allemagne";-0,36
2005-05;"Solde";"Belgique/Allemagne";1,04
2005-06;"Solde";"Belgique/Allemagne";1,03
2005-07;"Solde";"Belgique/Allemagne";-0,39
2005-08;"Solde";"Belgique/Allemagne";1,72
2005-09;"Solde";"Belgique/Allemagne";1,16
2005-10;"Solde";"Belgique/Allemagne";0,54
2005-11;"Solde";"Belgique/Allemagne";0,58
2005-12;"Solde";"Belgique/Allemagne";-1,18
2006-01;"Solde";"Belgique/Allemagne";-1,14
2006-02;"Solde";"Belgique/Allemagne";-1,46
2006-03;"Solde";"Belgique/Allemagne";-0,76
2006-04;"Solde";"Belgique/Allemagne";1,52
2006-05;"Solde";"Belgique/Allemagne";1,73
2006-06;"Solde";"Belgique/Allemagne";1,32
2006-07;"Solde";"Belgique/Allemagne";1,07
2006-08;"Solde";"Belgique/Allemagne";2,27
2006-09;"Solde";"Belgique/Allemagne";2,15
2006-10;"Solde";"Belgique/Allemagne";1,82
2006-11;"Solde";"Belgique/Allemagne";1,74
2006-12;"Solde";"Belgique/Allemagne";-0,34
2007-01;"Solde";"Belgique/Allemagne";-0,45
2007-02;"Solde";"Belgique/Allemagne";0,57
2007-03;"Solde";"Belgique/Allemagne";0,13
2007-04;"Solde";"Belgique/Allemagne";-0,05
2007-05;"Solde";"Belgique/Allemagne";1,12
2007-06;"Solde";"Belgique/Allemagne";1,59
2007-07;"Solde";"Belgique/Allemagne";0,85
2007-08;"Solde";"Belgique/Allemagne";1,68
2007-09;"Solde";"Belgique/Allemagne";0,53
2007-10;"Solde";"Belgique/Allemagne";-0,08
2007-11;"Solde";"Belgique/Allemagne";-1,99
2007-12;"Solde";"Belgique/Allemagne";-1,92
2008-01;"Solde";"Belgique/Allemagne";-0,97
2008-02;"Solde";"Belgique/Allemagne";-0,58
2008-03;"Solde";"Belgique/Allemagne";-1,29
2008-04;"Solde";"Belgique/Allemagne";-0,5
2008-05;"Solde";"Belgique/Allemagne";0,98
2008-06;"Solde";"Belgique/Allemagne";1,36
2008-07;"Solde";"Belgique/Allemagne";0,27
2008-08;"Solde";"Belgique/Allemagne";0,87
2008-09;"Solde";"Belgique/Allemagne";0,19
2008-10;"Solde";"Belgique/Allemagne";-1,69
2008-11;"Solde";"Belgique/Allemagne";-0,77
2008-12;"Solde";"Belgique/Allemagne";-1,45
2009-01;"Solde";"Belgique/Allemagne";-1,09
2009-02;"Solde";"Belgique/Allemagne";-0,65
2009-03;"Solde";"Belgique/Allemagne";-0,34
2009-04;"Solde";"Belgique/Allemagne";-1,31
2009-05;"Solde";"Belgique/Allemagne";-0,22
2009-06;"Solde";"Belgique/Allemagne";-1,25
2009-07;"Solde";"Belgique/Allemagne";-1,63
2009-08;"Solde";"Belgique/Allemagne";-0,86
2009-09;"Solde";"Belgique/Allemagne";-1,19
2009-10;"Solde";"Belgique/Allemagne";-2,3
2009-11;"Solde";"Belgique/Allemagne";-1,97
2009-12;"Solde";"Belgique/Allemagne";-1,99
2010-01;"Solde";"Belgique/Allemagne";-2,39
2010-02;"Solde";"Belgique/Allemagne";-1,54
2010-03;"Solde";"Belgique/Allemagne";-1,04
2010-04;"Solde";"Belgique/Allemagne";-0,67
2010-05;"Solde";"Belgique/Allemagne";-0,78
2010-06;"Solde";"Belgique/Allemagne";1,15
2010-07;"Solde";"Belgique/Allemagne";0,4
2010-08;"Solde";"Belgique/Allemagne";1,28
2010-09;"Solde";"Belgique/Allemagne";0,04
2010-10;"Solde";"Belgique/Allemagne";-1,64
2010-11;"Solde";"Belgique/Allemagne";-1,08
2010-12;"Solde";"Belgique/Allemagne";-1,32
2011-01;"Solde";"Belgique/Allemagne";-0,06
2011-02;"Solde";"Belgique/Allemagne";0,13
2011-03;"Solde";"Belgique/Allemagne";0,77
2011-04;"Solde";"Belgique/Allemagne";1,09
2011-05;"Solde";"Belgique/Allemagne";1,45
2011-06;"Solde";"Belgique/Allemagne";1,71
2011-07;"Solde";"Belgique/Allemagne";1,73
2011-08;"Solde";"Belgique/Allemagne";1,14
2011-09;"Solde";"Belgique/Allemagne";0,74
2011-10;"Solde";"Belgique/Allemagne";-0,45
2011-11;"Solde";"Belgique/Allemagne";0,04
2011-12;"Solde";"Belgique/Allemagne";-0,12
2012-01;"Solde";"Belgique/Allemagne";-0,06
2012-02;"Solde";"Belgique/Allemagne";-2,43
2012-03;"Solde";"Belgique/Allemagne";
2012-04;"Solde";"Belgique/Allemagne";-0,03
2012-05;"Solde";"Belgique/Allemagne";1,08
2012-06;"Solde";"Belgique/Allemagne";0,91
2012-07;"Solde";"Belgique/Allemagne";0,29
2012-08;"Solde";"Belgique/Allemagne";0,88
2012-09;"Solde";"Belgique/Allemagne";0,77
2012-10;"Solde";"Belgique/Allemagne";0,32
2012-11;"Solde";"Belgique/Allemagne";0,64
2012-12;"Solde";"Belgique/Allemagne";0,86
2013-01;"Solde";"Belgique/Allemagne";-0,27
2013-02;"Solde";"Belgique/Allemagne";-1,14
2013-03;"Solde";"Belgique/Allemagne";-0,88
2013-04;"Solde";"Belgique/Allemagne";0,56
2013-05;"Solde";"Belgique/Allemagne";1,89
2013-06;"Solde";"Belgique/Allemagne";1,68
2013-07;"Solde";"Belgique/Allemagne";1,2
2013-08;"Solde";"Belgique/Allemagne";1,69
2013-09;"Solde";"Belgique/Allemagne";0,79
2013-10;"Solde";"Belgique/Allemagne";-0,26
2013-11;"Solde";"Belgique/Allemagne";-0,88
2013-12;"Solde";"Belgique/Allemagne";-1,26
2014-01;"Solde";"Belgique/Allemagne";0,61
2014-02;"Solde";"Belgique/Allemagne";-0,07
2014-03;"Solde";"Belgique/Allemagne";0,16
2014-04;"Solde";"Belgique/Allemagne";0,68
2014-05;"Solde";"Belgique/Allemagne";1,58
2014-06;"Solde";"Belgique/Allemagne";1,44
2014-07;"Solde";"Belgique/Allemagne";2,45
2014-08;"Solde";"Belgique/Allemagne";2,26
2014-09;"Solde";"Belgique/Allemagne";0,71
2014-10;"Solde";"Belgique/Allemagne";-0,15
2014-11;"Solde";"Belgique/Allemagne";0,58
2014-12;"Solde";"Belgique/Allemagne";0,36
2015-01;"Solde";"Belgique/Allemagne";-0,55
2015-02;"Solde";"Belgique/Allemagne";-0,98
2015-03;"Solde";"Belgique/Allemagne";-0,26
2015-04;"Solde";"Belgique/Allemagne";0,1
2015-05;"Solde";"Belgique/Allemagne";1,53
2015-06;"Solde";"Belgique/Allemagne";1,97
2015-07;"Solde";"Belgique/Allemagne";2,08
2015-08;"Solde";"Belgique/Allemagne";2,49
2015-09;"Solde";"Belgique/Allemagne";1,03
2015-10;"Solde";"Belgique/Allemagne";0,48
2015-11;"Solde";"Belgique/Allemagne";-0,29
2015-12;"Solde";"Belgique/Allemagne";-0,89
2016-01;"Solde";"Belgique/Allemagne";-0,98
2016-02;"Solde";"Belgique/Allemagne";-1,03
2016-03;"Solde";"Belgique/Allemagne";-1,12
2016-04;"Solde";"Belgique/Allemagne";0,21
2016-05;"Solde";"Belgique/Allemagne";1,32
2016-06;"Solde";"Belgique/Allemagne";2,07
2016-07;"Solde";"Belgique/Allemagne";0,23
2016-08;"Solde";"Belgique/Allemagne";-0,46
2016-09;"Solde";"Belgique/Allemagne";-0,79
2016-10;"Solde";"Belgique/Allemagne";-1,27
2016-11;"Solde";"Belgique/Allemagne";-1,68
2016-12;"Solde";"Belgique/Allemagne";-1,85
2017-01;"Solde";"Belgique/Allemagne";-1,47
2017-02;"Solde";"Belgique/Allemagne";-1,06
2017-03;"Solde";"Belgique/Allemagne";-0,58
2017-04;"Solde";"Belgique/Allemagne";0,42
2017-05;"Solde";"Belgique/Allemagne";0,85
2017-06;"Solde";"Belgique/Allemagne";-0,3
2017-07;"Solde";"Belgique/Allemagne";-0,31
2017-08;"Solde";"Belgique/Allemagne";-0,12
2017-09;"Solde";"Belgique/Allemagne";-0,55
2017-10;"Solde";"Belgique/Allemagne";-2,2
2017-11;"Solde";"Belgique/Allemagne";-2,7
2017-12;"Solde";"Belgique/Allemagne";-2,91
2018-01;"Solde";"Belgique/Allemagne";-0,22
2018-02;"Solde";"Belgique/Allemagne";-2,67
2018-03;"Solde";"Belgique/Allemagne";-0,84
2018-04;"Solde";"Belgique/Allemagne";0,94
2018-05;"Solde";"Belgique/Allemagne";2,64
2018-06;"Solde";"Belgique/Allemagne";2,56
2018-07;"Solde";"Belgique/Allemagne";1,39
2018-08;"Solde";"Belgique/Allemagne";0,81
2018-09;"Solde";"Belgique/Allemagne";1,43
2018-10;"Solde";"Belgique/Allemagne";0,57
2018-11;"Solde";"Belgique/Allemagne";-0,29
2018-12;"Solde";"Belgique/Allemagne";-0,24
2019-01;"Solde";"Belgique/Allemagne";-2,59
2019-02;"Solde";"Belgique/Allemagne";-0,74
2019-03;"Solde";"Belgique/Allemagne";-0,3
2019-04;"Solde";"Belgique/Allemagne";0,3
2019-05;"Solde";"Belgique/Allemagne";2,13
2019-06;"Solde";"Belgique/Allemagne";2,23
2019-07;"Solde";"Belgique/Allemagne";1,17
2019-08;"Solde";"Belgique/Allemagne";1,58
2019-09;"Solde";"Belgique/Allemagne";0,45
2019-10;"Solde";"Belgique/Allemagne";-0,18
2019-11;"Solde";"Belgique/Allemagne";-1,12
2019-12;"Solde";"Belgique/Allemagne";-0,22
2020-01;"Solde";"Belgique/Allemagne";-0,94
2020-02;"Solde";"Belgique/Allemagne";0,22
2020-03;"Solde";"Belgique/Allemagne";0,37
2020-04;"Solde";"Belgique/Allemagne";1,82
2020-05;"Solde";"Belgique/Allemagne";1,74
2020-06;"Solde";"Belgique/Allemagne";0,82
2020-07;"Solde";"Belgique/Allemagne";-0,43
2020-08;"Solde";"Belgique/Allemagne";0,09
2020-09;"Solde";"Belgique/Allemagne";-0,78
2020-10;"Solde";"Belgique/Allemagne";-0,49
2020-11;"Solde";"Belgique/Allemagne";-0,48
2020-12;"Solde";"Belgique/Allemagne";-1,34
2021-01;"Solde";"Belgique/Allemagne";-2,23
2021-02;"Solde";"Belgique/Allemagne";-0,02
2021-03;"Solde";"Belgique/Allemagne";-1,48
2021-04;"Solde";"Belgique/Allemagne";-2,03
2021-05;"Solde";"Belgique/Allemagne";0,26
2021-06;"Solde";"Belgique/Allemagne";0,82
2021-07;"Solde";"Belgique/Allemagne";0,5
2021-08;"Solde";"Belgique/Allemagne";0,79
2021-09;"Solde";"Belgique/Allemagne";0,09
2021-10;"Solde";"Belgique/Allemagne";-1,19
2021-11;"Solde";"Belgique/Allemagne";-2,67
2021-12;"Solde";"Belgique/Allemagne";-2,95
2022-01;"Solde";"Belgique/Allemagne";-3,12
2022-02;"Solde";"Belgique/Allemagne";-2,93
2022-03;"Solde";"Belgique/Allemagne";-3,2
2022-04;"Solde";"Belgique/Allemagne";-1,68
2022-05;"Solde";"Belgique/Allemagne";-0,71
2022-06;"Solde";"Belgique/Allemagne";-1,59
2022-07;"Solde";"Belgique/Allemagne";-2,56
2022-08;"Solde";"Belgique/Allemagne";-1,97
2022-09;"Solde";"Belgique/Allemagne";-2,46
2022-10;"Solde";"Belgique/Allemagne";-1,54
2022-11;"Solde";"Belgique/Allemagne";-2,66
2022-12;"Solde";"Belgique/Allemagne";-3,02
2023-01;"Solde";"Belgique/Allemagne";-2,1
2023-02;"Solde";"Belgique/Allemagne";-3,02
2023-03;"Solde";"Belgique/Allemagne";-1,38
2023-04;"Solde";"Belgique/Allemagne";-0,42
2023-05;"Solde";"Belgique/Allemagne";1,8
2023-06;"Solde";"Belgique/Allemagne";1,02
2023-07;"Solde";"Belgique/Allemagne";-0,24
2023-08;"Solde";"Belgique/Allemagne";0,78
2023-09;"Solde";"Belgique/Allemagne";1,72
2023-10;"Solde";"Belgique/Allemagne";1,79
2023-11;"Solde";"Belgique/Allemagne";1,61
2023-12;"Solde";"Belgique/Allemagne";0,9
2024-01;"Solde";"Belgique/Allemagne";0,66
2024-02;"Solde";"Belgique/Allemagne";1,7
2024-03;"Solde";"Belgique/Allemagne";2,67
2024-04;"Solde";"Belgique/Allemagne";1,96
2024-05;"Solde";"Belgique/Allemagne";3,33
2024-06;"Solde";"Belgique/Allemagne";3,22
2005-01;"Exportations";"Suisse";1,69
2005-02;"Exportations";"Suisse";1,08
2005-03;"Exportations";"Suisse";1,31
2005-04;"Exportations";"Suisse";1,62
2005-05;"Exportations";"Suisse";1,92
2005-06;"Exportations";"Suisse";1,7
2005-07;"Exportations";"Suisse";1,74
2005-08;"Exportations";"Suisse";2,06
2005-09;"Exportations";"Suisse";1,79
2005-10;"Exportations";"Suisse";1,89
2005-11;"Exportations";"Suisse";1,72
2005-12;"Exportations";"Suisse";1,92
2006-01;"Exportations";"Suisse";1,8
2006-02;"Exportations";"Suisse";1,06
2006-03;"Exportations";"Suisse";1,31
2006-04;"Exportations";"Suisse";1,91
2006-05;"Exportations";"Suisse";1,65
2006-06;"Exportations";"Suisse";1,68
2006-07;"Exportations";"Suisse";1,37
2006-08;"Exportations";"Suisse";2,03
2006-09;"Exportations";"Suisse";1,85
2006-10;"Exportations";"Suisse";2,09
2006-11;"Exportations";"Suisse";1,81
2006-12;"Exportations";"Suisse";1,89
2007-01;"Exportations";"Suisse";2,2
2007-02;"Exportations";"Suisse";1,93
2007-03;"Exportations";"Suisse";2,13
2007-04;"Exportations";"Suisse";1,96
2007-05;"Exportations";"Suisse";1,67
2007-06;"Exportations";"Suisse";1,83
2007-07;"Exportations";"Suisse";1,36
2007-08;"Exportations";"Suisse";1,88
2007-09;"Exportations";"Suisse";1,67
2007-10;"Exportations";"Suisse";1,86
2007-11;"Exportations";"Suisse";1,54
2007-12;"Exportations";"Suisse";1,78
2008-01;"Exportations";"Suisse";1,94
2008-02;"Exportations";"Suisse";1,86
2008-03;"Exportations";"Suisse";1,77
2008-04;"Exportations";"Suisse";1,71
2008-05;"Exportations";"Suisse";1,27
2008-06;"Exportations";"Suisse";1,3
2008-07;"Exportations";"Suisse";1,11
2008-08;"Exportations";"Suisse";1,73
2008-09;"Exportations";"Suisse";0,78
2008-10;"Exportations";"Suisse";1,3
2008-11;"Exportations";"Suisse";1,69
2008-12;"Exportations";"Suisse";2
2009-01;"Exportations";"Suisse";1,97
2009-02;"Exportations";"Suisse";2,03
2009-03;"Exportations";"Suisse";2,19
2009-04;"Exportations";"Suisse";1,18
2009-05;"Exportations";"Suisse";1,25
2009-06;"Exportations";"Suisse";0,64
2009-07;"Exportations";"Suisse";0,44
2009-08;"Exportations";"Suisse";1,24
2009-09;"Exportations";"Suisse";1,12
2009-10;"Exportations";"Suisse";1,29
2009-11;"Exportations";"Suisse";1,79
2009-12;"Exportations";"Suisse";1,73
2010-01;"Exportations";"Suisse";1,64
2010-02;"Exportations";"Suisse";1,75
2010-03;"Exportations";"Suisse";2,02
2010-04;"Exportations";"Suisse";1,9
2010-05;"Exportations";"Suisse";1,29
2010-06;"Exportations";"Suisse";1,58
2010-07;"Exportations";"Suisse";1,42
2010-08;"Exportations";"Suisse";2,02
2010-09;"Exportations";"Suisse";1,6
2010-10;"Exportations";"Suisse";1,4
2010-11;"Exportations";"Suisse";1,75
2010-12;"Exportations";"Suisse";1,31
2011-01;"Exportations";"Suisse";1,99
2011-02;"Exportations";"Suisse";1,96
2011-03;"Exportations";"Suisse";2,23
2011-04;"Exportations";"Suisse";2,16
2011-05;"Exportations";"Suisse";2,14
2011-06;"Exportations";"Suisse";2,07
2011-07;"Exportations";"Suisse";2,17
2011-08;"Exportations";"Suisse";2,09
2011-09;"Exportations";"Suisse";1,95
2011-10;"Exportations";"Suisse";2,07
2011-11;"Exportations";"Suisse";2,19
2011-12;"Exportations";"Suisse";2,19
2012-01;"Exportations";"Suisse";2,2
2012-02;"Exportations";"Suisse";1,59
2012-03;"Exportations";"Suisse";2,23
2012-04;"Exportations";"Suisse";1,67
2012-05;"Exportations";"Suisse";1,13
2012-06;"Exportations";"Suisse";0,69
2012-07;"Exportations";"Suisse";0,87
2012-08;"Exportations";"Suisse";0,84
2012-09;"Exportations";"Suisse";1,42
2012-10;"Exportations";"Suisse";1,77
2012-11;"Exportations";"Suisse";1,71
2012-12;"Exportations";"Suisse";1,72
2013-01;"Exportations";"Suisse";1,67
2013-02;"Exportations";"Suisse";1,56
2013-03;"Exportations";"Suisse";1,51
2013-04;"Exportations";"Suisse";1,3
2013-05;"Exportations";"Suisse";1,14
2013-06;"Exportations";"Suisse";1,25
2013-07;"Exportations";"Suisse";1,4
2013-08;"Exportations";"Suisse";1,71
2013-09;"Exportations";"Suisse";1,14
2013-10;"Exportations";"Suisse";1,19
2013-11;"Exportations";"Suisse";1,15
2013-12;"Exportations";"Suisse";1,67
2014-01;"Exportations";"Suisse";2,16
2014-02;"Exportations";"Suisse";1,74
2014-03;"Exportations";"Suisse";1,59
2014-04;"Exportations";"Suisse";0,9
2014-05;"Exportations";"Suisse";1,43
2014-06;"Exportations";"Suisse";1,43
2014-07;"Exportations";"Suisse";2
2014-08;"Exportations";"Suisse";1,92
2014-09;"Exportations";"Suisse";0,77
2014-10;"Exportations";"Suisse";0,62
2014-11;"Exportations";"Suisse";1,21
2014-12;"Exportations";"Suisse";1,13
2015-01;"Exportations";"Suisse";1,77
2015-02;"Exportations";"Suisse";1,34
2015-03;"Exportations";"Suisse";1,39
2015-04;"Exportations";"Suisse";0,84
2015-05;"Exportations";"Suisse";0,85
2015-06;"Exportations";"Suisse";0,64
2015-07;"Exportations";"Suisse";0,64
2015-08;"Exportations";"Suisse";1,22
2015-09;"Exportations";"Suisse";0,65
2015-10;"Exportations";"Suisse";1,4
2015-11;"Exportations";"Suisse";2,01
2015-12;"Exportations";"Suisse";2,22
2016-01;"Exportations";"Suisse";2,21
2016-02;"Exportations";"Suisse";1,99
2016-03;"Exportations";"Suisse";1,53
2016-04;"Exportations";"Suisse";1,02
2016-05;"Exportations";"Suisse";0,45
2016-06;"Exportations";"Suisse";0,75
2016-07;"Exportations";"Suisse";0,18
2016-08;"Exportations";"Suisse";0,55
2016-09;"Exportations";"Suisse";0,47
2016-10;"Exportations";"Suisse";1,12
2016-11;"Exportations";"Suisse";1,05
2016-12;"Exportations";"Suisse";0,77
2017-01;"Exportations";"Suisse";0,78
2017-02;"Exportations";"Suisse";1,87
2017-03;"Exportations";"Suisse";1,8
2017-04;"Exportations";"Suisse";0,67
2017-05;"Exportations";"Suisse";0,51
2017-06;"Exportations";"Suisse";0,17
2017-07;"Exportations";"Suisse";0,54
2017-08;"Exportations";"Suisse";0,6
2017-09;"Exportations";"Suisse";0,72
2017-10;"Exportations";"Suisse";1,46
2017-11;"Exportations";"Suisse";1,21
2017-12;"Exportations";"Suisse";1,69
2018-01;"Exportations";"Suisse";1,97
2018-02;"Exportations";"Suisse";1,33
2018-03;"Exportations";"Suisse";1,68
2018-04;"Exportations";"Suisse";1,18
2018-05;"Exportations";"Suisse";0,72
2018-06;"Exportations";"Suisse";0,74
2018-07;"Exportations";"Suisse";0,28
2018-08;"Exportations";"Suisse";0,45
2018-09;"Exportations";"Suisse";0,39
2018-10;"Exportations";"Suisse";1,52
2018-11;"Exportations";"Suisse";0,71
2018-12;"Exportations";"Suisse";1,45
2019-01;"Exportations";"Suisse";1,09
2019-02;"Exportations";"Suisse";1,45
2019-03;"Exportations";"Suisse";1,65
2019-04;"Exportations";"Suisse";0,94
2019-05;"Exportations";"Suisse";1,28
2019-06;"Exportations";"Suisse";1,38
2019-07;"Exportations";"Suisse";0,76
2019-08;"Exportations";"Suisse";0,82
2019-09;"Exportations";"Suisse";1,13
2019-10;"Exportations";"Suisse";1,18
2019-11;"Exportations";"Suisse";0,91
2019-12;"Exportations";"Suisse";1,57
2020-01;"Exportations";"Suisse";1,61
2020-02;"Exportations";"Suisse";1,91
2020-03;"Exportations";"Suisse";1,71
2020-04;"Exportations";"Suisse";1,5
2020-05;"Exportations";"Suisse";1,45
2020-06;"Exportations";"Suisse";0,82
2020-07;"Exportations";"Suisse";0,46
2020-08;"Exportations";"Suisse";0,34
2020-09;"Exportations";"Suisse";0,29
2020-10;"Exportations";"Suisse";0,82
2020-11;"Exportations";"Suisse";1,69
2020-12;"Exportations";"Suisse";1,88
2021-01;"Exportations";"Suisse";1,32
2021-02;"Exportations";"Suisse";1,41
2021-03;"Exportations";"Suisse";1,5
2021-04;"Exportations";"Suisse";0,94
2021-05;"Exportations";"Suisse";1,13
2021-06;"Exportations";"Suisse";1,17
2021-07;"Exportations";"Suisse";1,38
2021-08;"Exportations";"Suisse";1,42
2021-09;"Exportations";"Suisse";1,31
2021-10;"Exportations";"Suisse";1,88
2021-11;"Exportations";"Suisse";1,55
2021-12;"Exportations";"Suisse";1,23
2022-01;"Exportations";"Suisse";1,4
2022-02;"Exportations";"Suisse";1,71
2022-03;"Exportations";"Suisse";1,22
2022-04;"Exportations";"Suisse";0,7
2022-05;"Exportations";"Suisse";0,73
2022-06;"Exportations";"Suisse";0,92
2022-07;"Exportations";"Suisse";0,59
2022-08;"Exportations";"Suisse";0,69
2022-09;"Exportations";"Suisse";0,88
2022-10;"Exportations";"Suisse";1,45
2022-11;"Exportations";"Suisse";1,99
2022-12;"Exportations";"Suisse";1,38
2023-01;"Exportations";"Suisse";1,79
2023-02;"Exportations";"Suisse";1,6
2023-03;"Exportations";"Suisse";1,03
2023-04;"Exportations";"Suisse";1,33
2023-05;"Exportations";"Suisse";1,51
2023-06;"Exportations";"Suisse";1,36
2023-07;"Exportations";"Suisse";1,25
2023-08;"Exportations";"Suisse";1,12
2023-09;"Exportations";"Suisse";1,19
2023-10;"Exportations";"Suisse";1,5
2023-11;"Exportations";"Suisse";1,41
2023-12;"Exportations";"Suisse";1,84
2024-01;"Exportations";"Suisse";1,87
2024-02;"Exportations";"Suisse";1,94
2024-03;"Exportations";"Suisse";1,42
2024-04;"Exportations";"Suisse";1,4
2024-05;"Exportations";"Suisse";1,47
2024-06;"Exportations";"Suisse";1,02
2005-01;"Importations";"Suisse";
2005-02;"Importations";"Suisse";-0,01
2005-03;"Importations";"Suisse";-0,01
2005-04;"Importations";"Suisse";
2005-05;"Importations";"Suisse";
2005-06;"Importations";"Suisse";
2005-07;"Importations";"Suisse";
2005-08;"Importations";"Suisse";
2005-09;"Importations";"Suisse";
2005-10;"Importations";"Suisse";
2005-11;"Importations";"Suisse";
2005-12;"Importations";"Suisse";
2006-01;"Importations";"Suisse";
2006-02;"Importations";"Suisse";-0,02
2006-03;"Importations";"Suisse";-0,01
2006-04;"Importations";"Suisse";
2006-05;"Importations";"Suisse";
2006-06;"Importations";"Suisse";
2006-07;"Importations";"Suisse";
2006-08;"Importations";"Suisse";
2006-09;"Importations";"Suisse";
2006-10;"Importations";"Suisse";
2006-11;"Importations";"Suisse";
2006-12;"Importations";"Suisse";
2007-01;"Importations";"Suisse";
2007-02;"Importations";"Suisse";
2007-03;"Importations";"Suisse";
2007-04;"Importations";"Suisse";
2007-05;"Importations";"Suisse";
2007-06;"Importations";"Suisse";
2007-07;"Importations";"Suisse";
2007-08;"Importations";"Suisse";
2007-09;"Importations";"Suisse";
2007-10;"Importations";"Suisse";
2007-11;"Importations";"Suisse";-0,03
2007-12;"Importations";"Suisse";-0,03
2008-01;"Importations";"Suisse";
2008-02;"Importations";"Suisse";
2008-03;"Importations";"Suisse";
2008-04;"Importations";"Suisse";
2008-05;"Importations";"Suisse";-0,01
2008-06;"Importations";"Suisse";-0,01
2008-07;"Importations";"Suisse";-0,01
2008-08;"Importations";"Suisse";
2008-09;"Importations";"Suisse";-0,03
2008-10;"Importations";"Suisse";-0,02
2008-11;"Importations";"Suisse";
2008-12;"Importations";"Suisse";
2009-01;"Importations";"Suisse";
2009-02;"Importations";"Suisse";
2009-03;"Importations";"Suisse";
2009-04;"Importations";"Suisse";-0,01
2009-05;"Importations";"Suisse";
2009-06;"Importations";"Suisse";-0,07
2009-07;"Importations";"Suisse";-0,19
2009-08;"Importations";"Suisse";
2009-09;"Importations";"Suisse";-0,03
2009-10;"Importations";"Suisse";-0,03
2009-11;"Importations";"Suisse";
2009-12;"Importations";"Suisse";-0,01
2010-01;"Importations";"Suisse";-0,03
2010-02;"Importations";"Suisse";
2010-03;"Importations";"Suisse";
2010-04;"Importations";"Suisse";
2010-05;"Importations";"Suisse";
2010-06;"Importations";"Suisse";
2010-07;"Importations";"Suisse";
2010-08;"Importations";"Suisse";
2010-09;"Importations";"Suisse";
2010-10;"Importations";"Suisse";-0,08
2010-11;"Importations";"Suisse";-0,02
2010-12;"Importations";"Suisse";-0,04
2011-01;"Importations";"Suisse";
2011-02;"Importations";"Suisse";
2011-03;"Importations";"Suisse";
2011-04;"Importations";"Suisse";
2011-05;"Importations";"Suisse";
2011-06;"Importations";"Suisse";
2011-07;"Importations";"Suisse";
2011-08;"Importations";"Suisse";
2011-09;"Importations";"Suisse";
2011-10;"Importations";"Suisse";
2011-11;"Importations";"Suisse";
2011-12;"Importations";"Suisse";
2012-01;"Importations";"Suisse";
2012-02;"Importations";"Suisse";-0,01
2012-03;"Importations";"Suisse";
2012-04;"Importations";"Suisse";
2012-05;"Importations";"Suisse";-0,07
2012-06;"Importations";"Suisse";-0,09
2012-07;"Importations";"Suisse";-0,09
2012-08;"Importations";"Suisse";-0,05
2012-09;"Importations";"Suisse";
2012-10;"Importations";"Suisse";
2012-11;"Importations";"Suisse";
2012-12;"Importations";"Suisse";
2013-01;"Importations";"Suisse";-0,01
2013-02;"Importations";"Suisse";
2013-03;"Importations";"Suisse";
2013-04;"Importations";"Suisse";-0,02
2013-05;"Importations";"Suisse";-0,05
2013-06;"Importations";"Suisse";-0,06
2013-07;"Importations";"Suisse";-0,03
2013-08;"Importations";"Suisse";
2013-09;"Importations";"Suisse";-0,01
2013-10;"Importations";"Suisse";-0,01
2013-11;"Importations";"Suisse";-0,02
2013-12;"Importations";"Suisse";
2014-01;"Importations";"Suisse";
2014-02;"Importations";"Suisse";
2014-03;"Importations";"Suisse";-0,01
2014-04;"Importations";"Suisse";-0,09
2014-05;"Importations";"Suisse";-0,05
2014-06;"Importations";"Suisse";-0,01
2014-07;"Importations";"Suisse";
2014-08;"Importations";"Suisse";-0,01
2014-09;"Importations";"Suisse";-0,12
2014-10;"Importations";"Suisse";-0,08
2014-11;"Importations";"Suisse";-0,02
